,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
12,2019-11-22,Fri,PL2 — Div. 1,Matchweek 11,Away,W 5–3,Liverpool,Brighton,Y*,RM,90,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9ed499e1/Brighton-and-Hove-Albion-U23-Liverpool-U23-November-22-2019-Premier-League-2----Division-1
13,2019-12-07,Sat,Premier League,Matchweek 16,Away,W 3–0,Liverpool,Bournemouth,N,LM,15,0,0,0,0,1,0,0,0,16,0,0,0,0.1,0.1,0.0,1,0,15,15,100.0,1,15,0,0,0,/en/matches/b7f0ca17/Bournemouth-Liverpool-December-7-2019-Premier-League
14,2019-12-14,Sat,PL2 — Div. 1,Matchweek 13,Home,D 1–1,Liverpool,Chelsea,Y*,AM,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8127d0e1/Liverpool-U23-Chelsea-U23-December-14-2019-Premier-League-2----Division-1
15,2020-01-05,Sun,FA Cup,Third round,Home,W 1–0,Liverpool,Everton,Y,CM,90,1,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a1234464/Merseyside-Derby-Liverpool-Everton-January-5-2020-FA-Cup
16,2020-01-13,Mon,PL2 — Div. 1,Matchweek 15,Home,W 5–0,Liverpool,Southampton,Y*,FW,90,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/061922f5/Liverpool-U23-Southampton-U23-January-13-2020-Premier-League-2----Division-1
17,2020-01-26,Sun,FA Cup,Fourth round,Away,D 2–2,Liverpool,Shrewsbury,Y,CM,90,1,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/064bfd18/Shrewsbury-Town-Liverpool-January-26-2020-FA-Cup
18,2020-01-29,Wed,Premier League,Matchweek 18,Away,W 2–0,Liverpool,West Ham,N,LW,6,0,0,0,0,0,0,0,0,10,2,1,1,0.0,0.0,0.0,0,0,6,7,85.7,1,6,0,0,0,/en/matches/7b057bc1/West-Ham-United-Liverpool-January-29-2020-Premier-League
19,2020-02-04,Tue,FA Cup,Fourth round,Home,W 1–0,Liverpool,Shrewsbury,Y*,FW,90,0,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2241552d/Liverpool-Shrewsbury-Town-February-4-2020-FA-Cup
20,2020-02-17,Mon,PL2 — Div. 1,Matchweek 17,Away,W 2–1,Liverpool,Wolves,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/bfb7e640/Wolverhampton-Wanderers-U23-Liverpool-U23-February-17-2020-Premier-League-2----Division-1
21,2020-03-03,Tue,FA Cup,Fifth round,Away,L 0–2,Liverpool,Chelsea,Y,CM,69,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/b44c6344/Chelsea-Liverpool-March-3-2020-FA-Cup
22,2020-07-05,Sun,Premier League,Matchweek 33,Home,W 2–0,Liverpool,Aston Villa,N,LM,6,1,0,0,0,2,1,0,0,12,0,1,0,0.1,0.1,0.0,0,0,9,10,90.0,0,5,1,0,0,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League
23,2020-07-11,Sat,Premier League,Matchweek 35,Home,D 1–1,Liverpool,Burnley,Y,LM,68,0,0,0,0,3,1,0,0,82,2,0,0,0.2,0.2,0.0,2,1,65,73,89.0,7,64,3,3,2,/en/matches/267d7e78/Liverpool-Burnley-July-11-2020-Premier-League
24,2020-07-22,Wed,Premier League,Matchweek 37,Home,W 5–3,Liverpool,Chelsea,N,RM,25,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,6,11,54.5,0,5,0,0,0,/en/matches/a80ba6fe/Liverpool-Chelsea-July-22-2020-Premier-League
25,2020-07-26,Sun,Premier League,Matchweek 38,Away,W 3–1,Liverpool,Newcastle Utd,N,RM,6,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,7,0,1,1,/en/matches/b6b1209d/Newcastle-United-Liverpool-July-26-2020-Premier-League
