,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-09-19,Thu,Europa Lg,Group stage,Home,L 0–1,eng Wolves,pt Braga,Y,CM,90,0,0,0,0,4.0,1.0,0,0,97.0,1.0,2.0,1.0,0.1,0.1,0.0,2.0,0.0,77.0,89.0,86.5,11.0,58.0,2.0,0.0,0.0,/en/matches/1fa63aba/Wolverhampton-Wanderers-Braga-September-19-2019-Europa-League,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-09-22,Sun,Premier League,Matchweek 6,Away,D 1–1,Wolves,Crystal Palace,N,CM,34,0,0,0,0,1.0,0.0,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,30.0,76.7,4.0,21.0,0.0,0.0,0.0,/en/matches/d76eb681/Crystal-Palace-Wolverhampton-Wanderers-September-22-2019-Premier-League,0.5,0.3333333333333333,0.5641025641025641
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-09-25,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (2),Wolves,Reading,Y*,CM,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3518f7d5/Wolverhampton-Wanderers-Reading-September-25-2019-EFL-Cup,0.5,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Wolves,Watford,N,"DM,FW",4,0,0,0,0,0.0,0.0,0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,/en/matches/4c088365/Wolverhampton-Wanderers-Watford-September-28-2019-Premier-League,1.0,0.3333333333333333,0.423076923076923
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-10-03,Thu,Europa Lg,Group stage,Away,W 1–0,eng Wolves,tr Beşiktaş,Y,CM,90,0,1,0,0,1.0,0.0,0,0,53.0,0.0,2.0,1.0,0.0,0.0,0.4,2.0,1.0,34.0,45.0,75.6,10.0,22.0,1.0,0.0,0.0,/en/matches/8b0ba694/Besiktas-Wolverhampton-Wanderers-October-3-2019-Europa-League,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-10-06,Sun,Premier League,Matchweek 8,Away,W 2–0,Wolves,Manchester City,Y,CM,90,0,0,0,0,0.0,0.0,1,0,39.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,56.0,0.0,12.0,0.0,0.0,0.0,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League,1.0,0.8333333333333334,0.9761904761904762
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-10-11,Fri,UEFA Euro Qualifying,Group stage,Home,W 3–0,pt Portugal,lu Luxembourg,N,,1,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5f7781c6/Portugal-Luxembourg-October-11-2019-UEFA-Euro-Qualifying,1.0,1.0,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 1–1,Wolves,Southampton,Y,CM,45,0,0,0,0,0.0,0.0,0,0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,1.0,19.0,0.0,1.0,1.0,/en/matches/644a3723/Wolverhampton-Wanderers-Southampton-October-19-2019-Premier-League,0.5,1.0,0.3717948717948717
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-10-27,Sun,Premier League,Matchweek 10,Away,D 1–1,Wolves,Newcastle Utd,Y,CM,90,0,0,0,0,1.0,0.0,1,0,93.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,87.0,89.7,8.0,61.0,1.0,0.0,0.0,/en/matches/efe2b576/Newcastle-United-Wolverhampton-Wanderers-October-27-2019-Premier-League,0.5,0.8333333333333334,0.3928571428571428
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-11-02,Sat,Premier League,Matchweek 11,Away,D 1–1,Wolves,Arsenal,Y,CM,90,0,0,0,0,4.0,1.0,0,0,55.0,1.0,0.0,0.0,0.1,0.1,0.0,5.0,0.0,37.0,46.0,80.4,8.0,31.0,2.0,2.0,0.0,/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League,0.5,0.6666666666666666,0.5476190476190477
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-11-07,Thu,Europa Lg,Group stage,Home,W 1–0,eng Wolves,sk Slovan Bratislava,Y,CM,90,0,0,0,1,4.0,1.0,0,0,118.0,2.0,3.0,1.0,0.9,0.1,0.0,3.0,1.0,90.0,102.0,88.2,8.0,73.0,0.0,0.0,0.0,/en/matches/62b61fc8/Wolverhampton-Wanderers-Slovan-Bratislava-November-7-2019-Europa-League,1.0,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2019-11-10,Sun,Premier League,Matchweek 12,Home,W 2–1,Wolves,Aston Villa,Y,CM,85,1,0,0,0,2.0,1.0,0,0,65.0,0.0,1.0,3.0,0.1,0.1,0.2,6.0,0.0,45.0,59.0,76.3,6.0,36.0,0.0,1.0,1.0,/en/matches/2794f89d/Wolverhampton-Wanderers-Aston-Villa-November-10-2019-Premier-League,1.0,0.6666666666666666,0.4761904761904761
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2019-11-14,Thu,UEFA Euro Qualifying,Group stage,Home,W 6–0,pt Portugal,lt Lithuania,Y,DM,90,0,0,0,0,1.0,0.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/218b9d0a/Portugal-Lithuania-November-14-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2019-11-17,Sun,UEFA Euro Qualifying,Group stage,Away,W 2–0,pt Portugal,lu Luxembourg,N,,1,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/93a75de0/Luxembourg-Portugal-November-17-2019-UEFA-Euro-Qualifying,1.0,1.0,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 2–1,Wolves,Bournemouth,Y,CM,90,0,0,0,0,5.0,0.0,0,0,74.0,1.0,0.0,1.0,0.1,0.1,0.1,2.0,0.0,57.0,65.0,87.7,5.0,40.0,0.0,0.0,0.0,/en/matches/219643bc/Bournemouth-Wolverhampton-Wanderers-November-23-2019-Premier-League,1.0,1.0,0.511904761904762
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2019-11-28,Thu,Europa Lg,Group stage,Away,D 3–3,eng Wolves,pt Braga,Y,CM,90,0,0,0,0,3.0,0.0,0,0,75.0,0.0,1.0,1.0,0.1,0.1,0.1,2.0,0.0,52.0,68.0,76.5,8.0,40.0,1.0,0.0,0.0,/en/matches/619dec18/Braga-Wolverhampton-Wanderers-November-28-2019-Europa-League,0.5,1.0,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2019-12-01,Sun,Premier League,Matchweek 14,Home,D 1–1,Wolves,Sheffield Utd,Y,CM,90,0,0,0,0,3.0,1.0,0,0,70.0,1.0,2.0,0.0,0.1,0.1,0.0,2.0,0.0,46.0,64.0,71.9,6.0,38.0,0.0,1.0,1.0,/en/matches/53a77072/Wolverhampton-Wanderers-Sheffield-United-December-1-2019-Premier-League,0.5,0.8333333333333334,0.6428571428571429
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–0,Wolves,West Ham,Y,CM,90,0,0,0,0,0.0,0.0,0,0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,43.0,53.0,81.1,7.0,30.0,0.0,1.0,1.0,/en/matches/292d0f46/Wolverhampton-Wanderers-West-Ham-United-December-4-2019-Premier-League,1.0,0.6666666666666666,0.4523809523809523
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2019-12-08,Sun,Premier League,Matchweek 16,Away,D 2–2,Wolves,Brighton,Y,CM,90,0,0,0,0,1.0,0.0,0,0,47.0,1.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,31.0,41.0,75.6,7.0,24.0,0.0,0.0,0.0,/en/matches/daad5806/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-December-8-2019-Premier-League,0.5,0.6666666666666666,0.3717948717948718
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2019-12-12,Thu,Europa Lg,Group stage,Home,W 4–0,eng Wolves,tr Beşiktaş,Y,CM,55,0,0,0,0,2.0,1.0,0,0,46.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,35.0,41.0,85.4,7.0,30.0,0.0,1.0,1.0,/en/matches/80f394d4/Wolverhampton-Wanderers-Besiktas-December-12-2019-Europa-League,1.0,0.6666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2019-12-15,Sun,Premier League,Matchweek 17,Home,L 1–2,Wolves,Tottenham,Y,CM,90,0,0,0,0,2.0,0.0,0,0,71.0,2.0,1.0,1.0,0.1,0.1,0.1,4.0,0.0,46.0,61.0,75.4,11.0,34.0,1.0,2.0,2.0,/en/matches/e9e002fb/Wolverhampton-Wanderers-Tottenham-Hotspur-December-15-2019-Premier-League,0.0,0.8333333333333334,0.5119047619047618
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2019-12-21,Sat,Premier League,Matchweek 18,Away,W 2–1,Wolves,Norwich City,Y,CM,90,0,0,0,0,1.0,0.0,0,0,54.0,2.0,4.0,2.0,0.0,0.0,0.1,2.0,0.0,37.0,45.0,82.2,6.0,29.0,0.0,1.0,0.0,/en/matches/223124ce/Norwich-City-Wolverhampton-Wanderers-December-21-2019-Premier-League,1.0,0.5,0.2023809523809523
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2019-12-27,Fri,Premier League,Matchweek 19,Home,W 3–2,Wolves,Manchester City,Y,CM,90,0,1,0,0,2.0,1.0,0,0,105.0,1.0,2.0,2.0,0.0,0.0,0.1,5.0,1.0,87.0,99.0,87.9,12.0,68.0,3.0,1.0,1.0,/en/matches/6defd3a2/Wolverhampton-Wanderers-Manchester-City-December-27-2019-Premier-League,1.0,0.6666666666666666,0.8690476190476192
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2019-12-29,Sun,Premier League,Matchweek 20,Away,L 0–1,Wolves,Liverpool,Y,CM,57,0,0,0,0,1.0,0.0,0,0,37.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,24.0,31.0,77.4,3.0,15.0,0.0,1.0,1.0,/en/matches/9892a4f1/Liverpool-Wolverhampton-Wanderers-December-29-2019-Premier-League,0.0,0.6666666666666666,1.0
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2020-01-01,Wed,Premier League,Matchweek 21,Away,L 1–2,Wolves,Watford,N,CM,37,0,0,0,0,3.0,0.0,0,0,50.0,1.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,38.0,43.0,88.4,4.0,29.0,0.0,0.0,0.0,/en/matches/dc2a86e8/Watford-Wolverhampton-Wanderers-January-1-2020-Premier-League,0.0,0.6666666666666666,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2020-01-04,Sat,FA Cup,Third round,Home,D 0–0,Wolves,Manchester Utd,Y,CM,90,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/3270e5c0/Wolverhampton-Wanderers-Manchester-United-January-4-2020-FA-Cup,0.5,0.3333333333333333,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2020-01-11,Sat,Premier League,Matchweek 22,Home,D 1–1,Wolves,Newcastle Utd,Y,CM,90,0,0,0,0,3.0,0.0,0,0,85.0,2.0,2.0,0.0,0.1,0.1,0.0,2.0,0.0,69.0,78.0,88.5,8.0,56.0,1.0,0.0,0.0,/en/matches/d5b1eda9/Wolverhampton-Wanderers-Newcastle-United-January-11-2020-Premier-League,0.5,0.1666666666666666,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2020-01-15,Wed,FA Cup,Third round,Away,L 0–1,Wolves,Manchester Utd,Y,CM,90,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/f5ef24be/Manchester-United-Wolverhampton-Wanderers-January-15-2020-FA-Cup,0.0,0.3333333333333333,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2020-01-18,Sat,Premier League,Matchweek 23,Away,W 3–2,Wolves,Southampton,Y,CM,90,0,0,0,0,0.0,0.0,1,0,57.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,51.0,49.0,6.0,24.0,1.0,2.0,2.0,/en/matches/9d6674f8/Southampton-Wolverhampton-Wanderers-January-18-2020-Premier-League,1.0,0.3333333333333333,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2020-01-23,Thu,Premier League,Matchweek 24,Home,L 1–2,Wolves,Liverpool,Y,CM,90,0,0,0,0,0.0,0.0,0,0,69.0,3.0,3.0,1.0,0.0,0.0,0.1,2.0,0.0,45.0,60.0,75.0,5.0,40.0,1.0,3.0,3.0,/en/matches/efd768f0/Wolverhampton-Wanderers-Liverpool-January-23-2020-Premier-League,0.0,0.5,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 0–0,Wolves,Manchester Utd,Y,CM,90,0,0,0,0,1.0,0.0,1,0,61.0,3.0,3.0,1.0,0.1,0.1,0.0,1.0,0.0,42.0,51.0,82.4,7.0,23.0,0.0,3.0,3.0,/en/matches/88328013/Manchester-United-Wolverhampton-Wanderers-February-1-2020-Premier-League,0.5,0.3333333333333333,0.5
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2020-02-14,Fri,Premier League,Matchweek 26,Home,D 0–0,Wolves,Leicester City,Y,CM,80,0,0,0,0,1.0,0.0,1,0,54.0,1.0,5.0,2.0,0.1,0.1,0.0,2.0,0.0,38.0,44.0,86.4,10.0,20.0,0.0,1.0,1.0,/en/matches/a11273b7/Wolverhampton-Wanderers-Leicester-City-February-14-2020-Premier-League,0.5,0.5,0.5
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2020-02-20,Thu,Europa Lg,Round of 32,Home,W 4–0,eng Wolves,es Espanyol,Y,CM,90,1,0,0,0,2.0,1.0,0,0,70.0,3.0,6.0,2.0,0.1,0.1,0.0,0.0,0.0,42.0,56.0,75.0,3.0,42.0,1.0,2.0,2.0,/en/matches/42500bf8/Wolverhampton-Wanderers-Espanyol-February-20-2020-Europa-League,1.0,0.3333333333333333,0.5
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2020-02-23,Sun,Premier League,Matchweek 27,Home,W 3–0,Wolves,Norwich City,Y,CM,90,0,0,0,0,3.0,2.0,0,0,59.0,5.0,4.0,2.0,0.2,0.2,0.0,1.0,0.0,31.0,44.0,70.5,4.0,26.0,1.0,2.0,2.0,/en/matches/09ec6552/Wolverhampton-Wanderers-Norwich-City-February-23-2020-Premier-League,1.0,0.6666666666666666,0.5
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2020-03-01,Sun,Premier League,Matchweek 28,Away,W 3–2,Wolves,Tottenham,Y,CM,90,0,0,0,0,0.0,0.0,0,0,43.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,32.0,39.0,82.1,6.0,28.0,1.0,0.0,0.0,/en/matches/2475762d/Tottenham-Hotspur-Wolverhampton-Wanderers-March-1-2020-Premier-League,1.0,0.8333333333333334,0.5
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2020-03-07,Sat,Premier League,Matchweek 29,Home,D 0–0,Wolves,Brighton,Y,CM,63,0,0,0,0,3.0,0.0,0,0,46.0,3.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,28.0,37.0,75.7,5.0,26.0,1.0,0.0,0.0,/en/matches/6a08610e/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-March-7-2020-Premier-League,0.5,1.0,0.5
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2020-03-12,Thu,Europa Lg,Round of 16,Away,D 1–1,eng Wolves,gr Olympiacos,Y,CM,90,0,0,0,0,2.0,0.0,0,0,95.0,2.0,0.0,2.0,0.1,0.1,0.1,2.0,0.0,78.0,84.0,92.9,15.0,60.0,3.0,0.0,0.0,/en/matches/25c55d3e/Olympiacos-Wolverhampton-Wanderers-March-12-2020-Europa-League,0.5,0.8333333333333334,0.5
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2020-06-20,Sat,Premier League,Matchweek 30,Away,W 2–0,Wolves,West Ham,Y,CM,90,0,0,0,0,0.0,0.0,0,0,75.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,55.0,65.0,84.6,10.0,38.0,0.0,0.0,0.0,/en/matches/6ddd148a/West-Ham-United-Wolverhampton-Wanderers-June-20-2020-Premier-League,1.0,0.6666666666666666,0.5
