,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
10,2022-08-07,Sun,Super Lg,Matchweek 4,Home,L 0–3,Zürich,Sion,Y,FW,77,0,0,0,0,4,1,1,0,,,1,,,,,,,,,,,,,,,/en/matches/36fa1314/Zurich-Sion-August-7-2022-Swiss-Super-League
11,2022-08-14,Sun,Super Lg,Matchweek 5,Away,D 1–1,Zürich,FC Winterthur,N,,45,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f19b157b/FC-Winterthur-Zurich-August-14-2022-Swiss-Super-League
12,2022-08-18,Thu,Europa Lg,Play-off round,Home,W 2–1,ch Zürich,sct Hearts,N,,20,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/26149c12/Zurich-Heart-of-Midlothian-August-18-2022-Europa-League
13,2022-08-25,Thu,Europa Lg,Play-off round,Away,W 1–0,ch Zürich,sct Hearts,N,,45,0,1,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2191dc78/Heart-of-Midlothian-Zurich-August-25-2022-Europa-League
14,2022-08-28,Sun,Super Lg,Matchweek 6,Home,L 2–4,Zürich,Basel,Y,FW,61,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/dcc30eb0/Zurich-Basel-August-28-2022-Swiss-Super-League
15,2022-09-16,Fri,PL2 — Div. 2,Matchweek 6,Home,W 6–2,Leeds United,Southampton,Y,FW,80,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f71b0504/Leeds-United-U21-Southampton-U21-September-16-2022-Premier-League-2----Division-2
16,2022-09-23,Fri,UEFA Nations League,League A,Home,W 1–0,it Italy,eng England,N,,28,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5b0ffbe3/Italy-England-September-23-2022-UEFA-Nations-League
17,2022-09-26,Mon,UEFA Nations League,League A,Away,W 2–0,it Italy,hu Hungary,Y,FW,64,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0417c72a/Hungary-Italy-September-26-2022-UEFA-Nations-League
18,2022-10-10,Mon,PL2 — Div. 2,Matchweek 8,Away,W 1–0,Leeds United,Sunderland,Y,LW,89,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9452d6d7/Sunderland-U21-Leeds-United-U21-October-10-2022-Premier-League-2----Division-2
19,2022-10-22,Sat,PL2 — Div. 2,Matchweek 9,Away,W 4–2,Leeds United,Middlesbrough,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/39afd07d/Middlesbrough-U21-Leeds-United-U21-October-22-2022-Premier-League-2----Division-2
20,2022-10-29,Sat,Premier League,Matchweek 14,Away,W 2–1,Leeds United,Liverpool,N,"LW,LM",19,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,1,1,4,6,66.7,0,4,1,1,1,/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League
21,2022-11-05,Sat,Premier League,Matchweek 15,Home,W 4–3,Leeds United,Bournemouth,N,"RW,RM",45,0,1,0,0,0,0,0,0,17,2,0,0,0.0,0.0,0.6,3,1,6,11,54.5,2,10,1,1,0,/en/matches/63975c3e/Leeds-United-Bournemouth-November-5-2022-Premier-League
22,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–1,Leeds United,Wolves,N,,20,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/01b32e30/Wolverhampton-Wanderers-Leeds-United-November-9-2022-EFL-Cup
23,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 3–4,Leeds United,Tottenham,Y,RW,45,0,0,0,0,0,0,0,0,20,0,0,1,0.0,0.0,0.0,1,0,10,14,71.4,0,14,0,0,0,/en/matches/0030e686/Tottenham-Hotspur-Leeds-United-November-12-2022-Premier-League
24,2022-11-16,Wed,Friendlies (M),Friendlies (M),Neutral,W 3–1,it Italy,al Albania,N,,14,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c69404b2/Albania-Italy-November-16-2022-Friendlies-M
25,2022-11-20,Sun,Friendlies (M),Friendlies (M),Neutral,L 0–2,it Italy,at Austria,N,,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9d7b2713/Austria-Italy-November-20-2022-Friendlies-M
26,2022-12-28,Wed,Premier League,Matchweek 17,Home,L 1–3,Leeds United,Manchester City,Y,LW,90,0,0,0,0,2,0,1,0,34,0,0,1,0.1,0.1,0.0,5,0,20,28,71.4,1,28,5,2,1,/en/matches/a85ef749/Leeds-United-Manchester-City-December-28-2022-Premier-League
27,2022-12-31,Sat,Premier League,Matchweek 18,Away,D 0–0,Leeds United,Newcastle Utd,Y,LW,69,0,0,0,0,2,0,1,0,32,1,1,0,0.1,0.1,0.0,1,0,9,19,47.4,3,24,3,7,1,/en/matches/0facecde/Newcastle-United-Leeds-United-December-31-2022-Premier-League
28,2023-01-04,Wed,Premier League,Matchweek 19,Home,D 2–2,Leeds United,West Ham,Y,AM,89,1,0,0,0,2,2,0,0,46,3,0,1,0.5,0.5,0.0,1,1,22,36,61.1,1,37,4,5,3,/en/matches/068406dc/Leeds-United-West-Ham-United-January-4-2023-Premier-League
29,2023-01-08,Sun,FA Cup,Third round proper,Away,D 2–2,Leeds United,Cardiff City,Y,FW,90,0,0,0,0,3,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/8af3e234/Cardiff-City-Leeds-United-January-8-2023-FA-Cup
30,2023-01-13,Fri,Premier League,Matchweek 20,Away,L 1–2,Leeds United,Aston Villa,Y,LW,90,0,0,0,0,3,1,0,0,50,1,0,4,0.4,0.4,0.1,8,1,19,29,65.5,4,40,9,8,2,/en/matches/ea58bf24/Aston-Villa-Leeds-United-January-13-2023-Premier-League
31,2023-01-18,Wed,FA Cup,Third round proper,Home,W 5–2,Leeds United,Cardiff City,Y,AM,66,2,0,0,0,6,3,1,0,,,0,,,,,,,,,,,,,,,/en/matches/92d1f891/Leeds-United-Cardiff-City-January-18-2023-FA-Cup
32,2023-01-22,Sun,Premier League,Matchweek 21,Home,D 0–0,Leeds United,Brentford,Y,AM,90,0,0,0,0,2,1,0,0,57,1,0,1,0.1,0.1,0.0,1,0,36,47,76.6,0,41,6,3,1,/en/matches/f0e7d8a8/Leeds-United-Brentford-January-22-2023-Premier-League
33,2023-02-05,Sun,Premier League,Matchweek 22,Away,L 0–1,Leeds United,Nott'ham Forest,Y,LW,90,0,0,0,0,1,1,0,0,62,1,0,1,0.1,0.1,0.4,9,0,33,44,75.0,2,37,4,9,2,/en/matches/7c47cb5e/Nottingham-Forest-Leeds-United-February-5-2023-Premier-League
34,2023-02-08,Wed,Premier League,Matchweek 8,Away,D 2–2,Leeds United,Manchester Utd,Y,LW,89,1,0,0,0,1,1,0,0,49,3,0,1,0.1,0.1,0.0,2,1,22,32,68.8,2,29,4,7,0,/en/matches/80532a54/Manchester-United-Leeds-United-February-8-2023-Premier-League
35,2023-02-12,Sun,Premier League,Matchweek 23,Home,L 0–2,Leeds United,Manchester Utd,Y,LW,90,0,0,0,0,2,1,0,0,34,1,1,1,0.1,0.1,0.2,3,0,14,18,77.8,0,23,3,4,1,/en/matches/3386146f/Leeds-United-Manchester-United-February-12-2023-Premier-League
36,2023-02-18,Sat,Premier League,Matchweek 24,Away,L 0–1,Leeds United,Everton,Y,"LW,RW",90,0,0,0,0,0,0,1,0,44,2,1,1,0.0,0.0,0.0,1,0,23,33,69.7,3,31,3,7,2,/en/matches/d5f67d2e/Everton-Leeds-United-February-18-2023-Premier-League
37,2023-02-25,Sat,Premier League,Matchweek 25,Home,W 1–0,Leeds United,Southampton,Y,LW,60,0,0,0,0,2,0,1,0,53,2,0,2,0.1,0.1,0.0,2,0,33,43,76.7,2,37,4,1,0,/en/matches/9edb32a3/Leeds-United-Southampton-February-25-2023-Premier-League
38,2023-02-28,Tue,FA Cup,Fifth round proper,Away,L 0–2,Leeds United,Fulham,Y,FW,63,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/894f2b33/Fulham-Leeds-United-February-28-2023-FA-Cup
39,2023-03-04,Sat,Premier League,Matchweek 26,Away,L 0–1,Leeds United,Chelsea,N,"LW,AM",23,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.1,1,0,16,17,94.1,1,14,3,2,0,/en/matches/59f9a78f/Chelsea-Leeds-United-March-4-2023-Premier-League
40,2023-03-11,Sat,Premier League,Matchweek 27,Home,D 2–2,Leeds United,Brighton,N,LW,25,0,1,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,1,1,10,14,71.4,3,12,3,2,1,/en/matches/3f653d6f/Leeds-United-Brighton-and-Hove-Albion-March-11-2023-Premier-League
41,2023-03-18,Sat,Premier League,Matchweek 28,Away,W 4–2,Leeds United,Wolves,Y,LW,60,0,1,0,0,0,0,0,0,28,1,1,1,0.0,0.0,0.1,1,0,11,18,61.1,2,17,4,4,1,/en/matches/3cb714a4/Wolverhampton-Wanderers-Leeds-United-March-18-2023-Premier-League
42,2023-03-23,Thu,Euro Qualifying,Group stage,Home,L 1–2,it Italy,eng England,N,,22,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/64af7b32/Italy-England-March-23-2023-Euro-Qualifying
43,2023-03-26,Sun,Euro Qualifying,Group stage,Away,W 2–0,it Italy,mt Malta,Y,FW,21,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6a5470aa/Malta-Italy-March-26-2023-Euro-Qualifying
44,2023-04-09,Sun,Premier League,Matchweek 30,Home,L 1–5,Leeds United,Crystal Palace,N,LW,31,0,0,0,0,0,0,1,0,13,1,0,1,0.0,0.0,0.0,0,0,8,9,88.9,2,5,2,0,0,/en/matches/a1c39217/Leeds-United-Crystal-Palace-April-9-2023-Premier-League
45,2023-04-17,Mon,Premier League,Matchweek 31,Home,L 1–6,Leeds United,Liverpool,N,LW,14,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,1,0,/en/matches/fd3d05f5/Leeds-United-Liverpool-April-17-2023-Premier-League
46,2023-04-22,Sat,Premier League,Matchweek 32,Away,L 1–2,Leeds United,Fulham,N,LW,11,0,0,0,0,1,0,0,0,12,1,0,1,0.0,0.0,0.0,0,0,7,9,77.8,2,9,0,1,1,/en/matches/f2d8700d/Fulham-Leeds-United-April-22-2023-Premier-League
47,2023-04-30,Sun,Premier League,Matchweek 34,Away,L 1–4,Leeds United,Bournemouth,Y,LW,90,0,1,0,0,4,1,0,0,51,0,1,1,0.4,0.4,0.5,4,1,30,38,78.9,2,31,4,6,3,/en/matches/0b0733ce/Bournemouth-Leeds-United-April-30-2023-Premier-League
48,2023-05-06,Sat,Premier League,Matchweek 35,Away,L 1–2,Leeds United,Manchester City,Y,"RW,LW",57,0,0,0,0,0,0,1,0,15,0,0,3,0.0,0.0,0.0,1,0,9,12,75.0,0,4,0,0,0,/en/matches/7ee695ea/Manchester-City-Leeds-United-May-6-2023-Premier-League
49,2023-05-13,Sat,Premier League,Matchweek 36,Home,D 2–2,Leeds United,Newcastle Utd,N,LW,27,0,0,0,0,0,0,1,0,17,1,0,1,0.0,0.0,0.0,2,0,8,10,80.0,0,10,1,2,0,/en/matches/d63581e0/Leeds-United-Newcastle-United-May-13-2023-Premier-League
50,2023-05-21,Sun,Premier League,Matchweek 37,Away,L 1–3,Leeds United,West Ham,N,"LW,FW",57,0,0,0,0,0,0,0,0,31,3,0,1,0.0,0.0,0.1,2,0,18,23,78.3,3,23,1,4,1,/en/matches/0359c7d5/West-Ham-United-Leeds-United-May-21-2023-Premier-League
51,2023-05-28,Sun,Premier League,Matchweek 38,Home,L 1–4,Leeds United,Tottenham,N,WB,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,1,0,0,/en/matches/c9c73ddd/Leeds-United-Tottenham-Hotspur-May-28-2023-Premier-League
52,2023-06-18,Sun,UEFA Nations League,Third-place match,Neutral,W 3–2,it Italy,nl Netherlands,Y,FW,62,0,1,0,0,3,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4d58a135/Netherlands-Italy-June-18-2023-UEFA-Nations-League
